well_id,image_id,source_file,source_type,page_number_or_image_index,detected_content,is_liner_related,contains_useful_data,extracted_to_file,ocr_or_vision_method,confidence,needs_human_review,notes
ht1_001,img_023b,HT1-001井油层尾管报告.pdf,pdf,page_3/报告首页,委托书T301-2025045;井深7746;3套配方;共5页;接收2025.8.22,True,True,True,cbl_pdf_ocr_full.json,easyocr,high,False,委托人魏瑞华;依据GB/T 19139-2012
ht1_001,img_023c,HT1-001井油层尾管报告.pdf,pdf,page_4/领浆检测,领浆(2.05g/cm3):稠化432min;n=0.825/K=0.842;六速243/185/108/10/6;24h=4.5/48h=14.8MPa,True,True,True,cbl_pdf_ocr_full.json,easyocr,high,False,OCR数值与docx版一致;增补六速完整读数
ht1_001,img_023d,HT1-001井油层尾管报告.pdf,pdf,page_5/中间浆检测,中间浆(1.90g/cm3):稠化302min;n=0.816/K=0.512;六速225/168/95/8/5;24h=15.2/48h=21.8MPa,True,True,True,cbl_pdf_ocr_full.json,easyocr,high,False,OCR数值与docx版一致
ht1_001,img_023e,HT1-001井油层尾管报告.pdf,pdf,page_6/尾浆检测,尾浆(1.90g/cm3):稠化223min;n=0.807/K=0.527;六速233/175/98/9/6;24h=17.7MPa,True,True,True,cbl_pdf_ocr_full.json,easyocr,high,False,48h强度未标注
ht1_001,img_023f,HT1-001井油层尾管报告.pdf,pdf,page_7/相容性检测,水泥浆:隔离液:钻井液=7:2:1;初始14BC→终止13BC;稠化480min,True,True,True,cbl_pdf_ocr_full.json,easyocr,medium,False,相容性试验结果
ht1_001,img_023g,HT1-001井油层尾管报告.pdf,pdf,page_8/稠化曲线图,扫描图像(稠化时间曲线);OCR无法识别文字,True,False,False,not_extracted,easyocr,extreme_low,True,图像页;仅曲线图无数据表
ht1_001,img_023h,HT1-001井油层尾管报告.pdf,pdf,page_9/稠化曲线图,扫描图像(稠化时间曲线);OCR无法识别文字,True,False,False,not_extracted,easyocr,extreme_low,True,图像页
ht1_001,img_023i,HT1-001井油层尾管报告.pdf,pdf,page_10/稠化曲线图,扫描图像(稠化时间曲线);OCR无法识别文字,True,False,False,not_extracted,easyocr,extreme_low,True,图像页
ht1_001,img_023j,HT1-001井油层尾管报告.pdf,pdf,page_11/流变曲线图,扫描图像(可能为流变曲线);OCR无法识别文字,True,False,False,not_extracted,easyocr,extreme_low,True,图像页
ht1_001,img_028,HT1-001数采.xlsm,xlsm,原始数据表(7555行),5秒间隔6通道原始数据(DensityMass/PumpPressA/PumpPressB/PumpRatesAll/PumpTotalAll/WaterRate),True,True,True,ht1_001_acquisition_raw.csv,openpyxl,high,False,2025.8.14 01:08-02:54;水泥浆准备/混合阶段数据;非8月25-26施工日
ht1_001,img_029,HT1-001数采.xlsm,xlsm,数据表(1238行),5秒间隔12通道结构化数据(含密度/泵压/排量/累计量/水流量/闸位等),True,True,True,ht1_001_acquisition_raw.csv,openpyxl,high,False,1238行;密度范围-0.02-4.47g/cm3;泵压0-12.86MPa;排量0-1.33m3/min;累计增51m3
ht1_001,img_024,205171.docx,word_embedded,Table,替浆泵冲跟踪表(10m3间隔;含压力/排量),True,True,False,not_extracted,medium,True,可验证替浆阶段泵压和排量变化;与205172.xlsx数据相同
ht1_001,img_025,205192.doc,word_embedded,section 1,钻井液性能参数(六速130/80/61/38/5/3;密度1.90),True,False,False,not_extracted,low,True,固井协作会钻井液回执;需编码修复
ht1_001,img_026,205192.doc,word_embedded,section 2,钻井液老化实验性能(24h/110C + 96h/100C),True,False,False,not_extracted,low,True,固井协作会老化实验表
ht1_001,img_027,205192.doc,word_embedded,section 3,钻井液密度分段使用记录(1100-3940m),True,False,False,not_extracted,low,True,18段密度变化;从1.50-1.90g/cm3
