VarName1,depth_well_logging_m_,vertical_depth_for_logging_m_,length_segment_array_m_,annulus_radius_array_cm_,volume_annulus_L_,deg_for_logging_degree_,square_annulus_dm2_
208,5820.0,5819.82,10.0,24.689,256.273709,1.133333,2.562737
209,5840.0,5839.82,20.0,24.689,512.547419,0.94,2.562737
210,5850.0,5849.82,10.0,24.892,264.178697,0.8,2.641787
211,5870.0,5869.82,20.0,24.892,528.357394,0.52,2.641787
212,5880.0,5879.817,10.0,24.2,237.497415,0.82,2.374974
213,5900.0,5899.81,20.0,24.2,474.994829,1.42,2.374974
214,5910.0,5909.81,10.0,24.6,252.828387,1.29,2.528284
215,5930.0,5929.81,20.0,24.6,505.656773,1.03,2.528284
216,5940.0,5939.807,10.0,24.295,241.115764,1.15,2.411158
217,5960.0,5959.8,20.0,24.295,482.231527,1.39,2.411158
218,5970.0,5969.8,10.0,24.994,268.175095,1.22,2.681751
219,5990.0,5989.8,20.0,24.994,536.35019,0.88,2.681751
220,6000.0,5999.797,10.0,24.613,253.33086,1.033333,2.533309
221,6020.0,6019.79,20.0,24.613,506.66172,1.34,2.533309
222,6030.0,6029.787,10.0,24.409,245.476495,1.233333,2.454765
223,6050.0,6049.78,20.0,24.409,490.95299,1.02,2.454765
224,6060.0,6059.78,10.0,24.524,249.896162,1.133333,2.498962
225,6080.0,6079.78,20.0,24.524,499.792325,1.36,2.498962
226,6090.0,6089.777,10.0,24.27,240.162192,1.386667,2.401622
227,6110.0,6109.77,20.0,24.27,480.324384,1.44,2.401622
228,6120.0,6119.767,10.0,24.359,243.56138,1.296667,2.435614
229,6140.0,6139.76,20.0,24.359,487.122761,1.01,2.435614
230,6150.0,6149.76,10.0,24.549,250.859708,1.02,2.508597
231,6170.0,6169.76,20.0,24.549,501.719417,1.04,2.508597
232,6180.0,6179.757,10.0,24.321,242.108519,1.063333,2.421085
233,6200.0,6199.75,20.0,24.321,484.217039,1.11,2.421085
234,6210.0,6209.75,10.0,24.74,258.253603,1.093333,2.582536
235,6230.0,6229.75,20.0,24.74,516.507206,1.06,2.582536
236,6240.0,6239.747,10.0,24.232,238.714643,1.033333,2.387146
237,6260.0,6259.74,20.0,24.232,477.429287,0.98,2.387146
238,6270.0,6269.74,10.0,24.663,255.265924,1.066667,2.552659
239,6290.0,6289.74,20.0,24.663,510.531848,1.24,2.552659
240,6300.0,6299.737,10.0,24.308,241.612009,1.073333,2.41612
241,6320.0,6319.73,20.0,24.308,483.224017,0.74,2.41612
242,6330.0,6329.73,10.0,24.2,237.497415,0.92,2.374974
243,6350.0,6349.73,20.0,24.2,474.994829,1.28,2.374974
244,6360.0,6359.727,10.0,24.2,237.497415,1.266667,2.374974
245,6380.0,6379.72,20.0,24.2,474.994829,1.24,2.374974
246,6390.0,6389.717,10.0,24.2,237.497415,1.386667,2.374974
247,6410.0,6409.71,20.0,24.2,474.994829,1.68,2.374974
248,6420.0,6419.71,10.0,24.321,242.108519,1.393333,2.421085
249,6440.0,6439.71,20.0,24.321,484.217039,0.82,2.421085
250,6450.0,6449.707,10.0,24.168,236.281794,1.16,2.362818
251,6470.0,6469.7,20.0,24.168,472.563588,1.84,2.362818
252,6480.0,6479.697,10.0,24.321,242.108519,1.656667,2.421085
253,6500.0,6499.69,20.0,24.321,484.217039,1.29,2.421085
254,6510.0,6509.687,10.0,24.232,238.714643,1.246667,2.387146
255,6530.0,6529.68,20.0,24.232,477.429287,1.16,2.387146
256,6540.0,6539.677,10.0,24.2,237.497415,1.176667,2.374974
257,6560.0,6559.67,20.0,24.2,474.994829,1.21,2.374974
258,6570.0,6569.667,10.0,24.549,250.859708,1.3425,2.508597
259,6600.0,6599.66,30.0,24.549,752.579125,1.74,2.508597
260,6620.0,6619.65,20.0,24.2,474.994829,1.33,2.374974
261,6630.0,6629.647,10.0,24.2,237.497415,1.56,2.374974
262,6650.0,6649.64,20.0,24.2,474.994829,2.02,2.374974
263,6660.0,6659.637,10.0,24.2,237.497415,1.8,2.374974
264,6680.0,6679.63,20.0,24.2,474.994829,1.36,2.374974
265,6690.0,6689.623,10.0,24.2,237.497415,1.513333,2.374974
266,6710.0,6709.61,20.0,24.2,474.994829,1.82,2.374974
267,6720.0,6719.607,10.0,24.2,237.497415,1.66,2.374974
268,6740.0,6739.6,20.0,24.2,474.994829,1.34,2.374974
269,6750.0,6749.597,10.0,24.2,237.497415,1.37,2.374974
270,6770.0,6769.59,20.0,24.2,474.994829,1.43,2.374974
271,6780.0,6779.587,10.0,24.219,238.21995,1.51,2.3822
272,6800.0,6799.58,20.0,24.219,476.4399,1.67,2.3822
273,6810.0,6809.577,10.0,24.193,237.23136,1.706667,2.372314
274,6830.0,6829.57,20.0,24.193,474.46272,1.78,2.372314
275,6840.0,6839.567,10.0,24.206,237.725522,1.796667,2.377255
276,6860.0,6859.56,20.0,24.206,475.451045,1.83,2.377255
277,6870.0,6869.553,10.0,24.282,240.619784,1.66,2.406198
278,6890.0,6889.54,20.0,24.282,481.239568,1.32,2.406198
279,6900.0,6899.537,10.0,24.257,239.666723,1.383333,2.396667
280,6920.0,6919.53,20.0,24.257,479.333446,1.51,2.396667
281,6930.0,6929.527,10.0,24.422,245.975068,1.536667,2.459751
282,6950.0,6949.52,20.0,24.422,491.950137,1.59,2.459751
283,6960.0,6959.517,10.0,24.219,238.21995,1.613333,2.3822
284,6980.0,6979.51,20.0,24.219,476.4399,1.66,2.3822
285,6990.0,6989.507,10.0,24.2,237.497415,1.556667,2.374974
286,7010.0,7009.5,20.0,24.2,474.994829,1.35,2.374974
287,7020.0,7019.497,10.0,24.2,237.497415,1.42,2.374974
288,7040.0,7039.49,20.0,24.2,474.994829,1.56,2.374974
289,7050.0,7049.487,10.0,24.2,237.497415,1.58,2.374974
290,7070.0,7069.48,20.0,24.2,474.994829,1.62,2.374974
291,7080.0,7079.473,10.0,24.168,236.281794,1.833333,2.362818
292,7100.0,7099.46,20.0,24.168,472.563588,2.26,2.362818
293,7110.0,7109.453,10.0,24.2,237.497415,2.266667,2.374974
294,7130.0,7129.44,20.0,24.2,474.994829,2.28,2.374974
295,7140.0,7139.43,10.0,24.2,237.497415,2.433333,2.374974
296,7160.0,7159.41,20.0,24.2,474.994829,2.74,2.374974
297,7170.0,7169.397,10.0,24.2,237.497415,2.87,2.374974
298,7190.0,7189.37,20.0,24.2,474.994829,3.13,2.374974
299,7200.0,7199.357,10.0,24.2,237.497415,3.153333,2.374974
300,7220.0,7219.33,20.0,24.2,474.994829,3.2,2.374974
301,7230.0,7229.313,10.0,24.2,237.497415,3.246667,2.374974
302,7250.0,7249.28,20.0,24.2,474.994829,3.34,2.374974
303,7260.0,7259.257,10.0,24.2,237.497415,3.596667,2.374974
304,7280.0,7279.21,20.0,24.2,474.994829,4.11,2.374974
305,7290.0,7289.183,10.0,24.2,237.497415,4.3,2.374974
306,7310.0,7309.13,20.0,24.2,474.994829,4.68,2.374974
307,7320.0,7319.1,10.0,24.2,237.497415,4.53,2.374974
308,7340.0,7339.04,20.0,24.2,474.994829,4.23,2.374974
309,7350.0,7349.01,10.0,24.2,237.497415,4.33,2.374974
310,7378.05,7376.976,28.05,24.2,666.180248,4.6105,2.374974
311,7380.0,7378.92,1.95,24.2,59.802906,4.63,3.066816
312,7400.0,7398.84,20.0,24.2,613.363136,5.07,3.066816
313,7410.0,7408.8,10.0,24.2,306.681568,5.206667,3.066816
314,7430.0,7428.72,20.0,24.2,613.363136,5.48,3.066816
315,7440.0,7438.667,10.0,24.2,306.681568,5.76,3.066816
316,7460.0,7458.56,20.0,24.2,613.363136,6.32,3.066816
317,7470.0,7468.493,10.0,24.2,306.681568,6.55,3.066816
318,7490.0,7488.36,20.0,24.2,613.363136,7.01,3.066816
319,7495.0,7493.325,5.0,21.6,106.578177,6.938333,2.131564
320,7498.0,7496.304,3.0,21.6,63.946906,6.895333,2.131564
321,7500.0,7498.29,2.0,21.6,42.631271,6.866667,2.131564
322,7520.0,7518.15,20.0,21.6,426.312709,6.58,2.131564
323,7521.0,7519.143,1.0,21.6,21.315635,6.591333,2.131564
324,7530.0,7528.08,9.0,21.6,191.840719,6.693333,2.131564
325,7550.0,7547.94,20.0,21.6,426.312709,6.92,2.131564
326,7560.0,7557.86,10.0,21.6,213.156355,7.126667,2.131564
327,7580.0,7577.7,20.0,21.6,426.312709,7.54,2.131564
328,7590.0,7587.61,10.0,21.6,213.156355,7.663333,2.131564
329,7610.0,7607.43,20.0,21.6,426.312709,7.91,2.131564
330,7620.0,7617.328,10.0,21.6,213.156355,7.998,2.131564
331,7650.0,7647.022,30.0,21.6,639.469064,8.262,2.131564
332,7660.0,7656.92,10.0,21.6,213.156355,8.35,2.131564
