time_s,time_min,depth_m,fluid,share,source
4.0,0.0667,5900.0,lead,0.0,2D_annulus
4.0,0.0667,5900.0,tail,0.0,2D_annulus
4.0,0.0667,5900.0,spacer,0.0,2D_annulus
4.0,0.0667,5900.0,mud,1.0,2D_annulus
4.0,0.0667,5930.0,lead,0.0,2D_annulus
4.0,0.0667,5930.0,tail,0.0,2D_annulus
4.0,0.0667,5930.0,spacer,0.0,2D_annulus
4.0,0.0667,5930.0,mud,1.0,2D_annulus
4.0,0.0667,5960.0,lead,0.0,2D_annulus
4.0,0.0667,5960.0,tail,0.0,2D_annulus
4.0,0.0667,5960.0,spacer,0.0,2D_annulus
4.0,0.0667,5960.0,mud,1.0,2D_annulus
4.0,0.0667,5990.0,lead,0.0,2D_annulus
4.0,0.0667,5990.0,tail,0.0,2D_annulus
4.0,0.0667,5990.0,spacer,0.0,2D_annulus
4.0,0.0667,5990.0,mud,1.0,2D_annulus
4.0,0.0667,6000.0,lead,0.0,2D_annulus
4.0,0.0667,6000.0,tail,0.0,2D_annulus
4.0,0.0667,6000.0,spacer,0.0,2D_annulus
4.0,0.0667,6000.0,mud,1.0,2D_annulus
4.0,0.0667,6020.0,lead,0.0,2D_annulus
4.0,0.0667,6020.0,tail,0.0,2D_annulus
4.0,0.0667,6020.0,spacer,0.0,2D_annulus
4.0,0.0667,6020.0,mud,1.0,2D_annulus
4.0,0.0667,6050.0,lead,0.0,2D_annulus
4.0,0.0667,6050.0,tail,0.0,2D_annulus
4.0,0.0667,6050.0,spacer,0.0,2D_annulus
4.0,0.0667,6050.0,mud,1.0,2D_annulus
4.0,0.0667,6080.0,lead,0.0,2D_annulus
4.0,0.0667,6080.0,tail,0.0,2D_annulus
4.0,0.0667,6080.0,spacer,0.0,2D_annulus
4.0,0.0667,6080.0,mud,1.0,2D_annulus
4.0,0.0667,6110.0,lead,0.0,2D_annulus
4.0,0.0667,6110.0,tail,0.0,2D_annulus
4.0,0.0667,6110.0,spacer,0.0,2D_annulus
4.0,0.0667,6110.0,mud,1.0,2D_annulus
4.0,0.0667,6140.0,lead,0.0,2D_annulus
4.0,0.0667,6140.0,tail,0.0,2D_annulus
4.0,0.0667,6140.0,spacer,0.0,2D_annulus
4.0,0.0667,6140.0,mud,1.0,2D_annulus
4.0,0.0667,6170.0,lead,0.0,2D_annulus
4.0,0.0667,6170.0,tail,0.0,2D_annulus
4.0,0.0667,6170.0,spacer,0.0,2D_annulus
4.0,0.0667,6170.0,mud,1.0,2D_annulus
4.0,0.0667,6200.0,lead,0.0,2D_annulus
4.0,0.0667,6200.0,tail,0.0,2D_annulus
4.0,0.0667,6200.0,spacer,0.0,2D_annulus
4.0,0.0667,6200.0,mud,1.0,2D_annulus
4.0,0.0667,6230.0,lead,0.0,2D_annulus
4.0,0.0667,6230.0,tail,0.0,2D_annulus
4.0,0.0667,6230.0,spacer,0.0,2D_annulus
4.0,0.0667,6230.0,mud,1.0,2D_annulus
4.0,0.0667,6260.0,lead,0.0,2D_annulus
4.0,0.0667,6260.0,tail,0.0,2D_annulus
4.0,0.0667,6260.0,spacer,0.0,2D_annulus
4.0,0.0667,6260.0,mud,1.0,2D_annulus
4.0,0.0667,6290.0,lead,0.0,2D_annulus
4.0,0.0667,6290.0,tail,0.0,2D_annulus
4.0,0.0667,6290.0,spacer,0.0,2D_annulus
4.0,0.0667,6290.0,mud,1.0,2D_annulus
4.0,0.0667,6320.0,lead,0.0,2D_annulus
4.0,0.0667,6320.0,tail,0.0,2D_annulus
4.0,0.0667,6320.0,spacer,0.0,2D_annulus
4.0,0.0667,6320.0,mud,1.0,2D_annulus
4.0,0.0667,6350.0,lead,0.0,2D_annulus
4.0,0.0667,6350.0,tail,0.0,2D_annulus
4.0,0.0667,6350.0,spacer,0.0,2D_annulus
4.0,0.0667,6350.0,mud,1.0,2D_annulus
4.0,0.0667,6380.0,lead,0.0,2D_annulus
4.0,0.0667,6380.0,tail,0.0,2D_annulus
4.0,0.0667,6380.0,spacer,0.0,2D_annulus
4.0,0.0667,6380.0,mud,1.0,2D_annulus
4.0,0.0667,6410.0,lead,0.0,2D_annulus
4.0,0.0667,6410.0,tail,0.0,2D_annulus
4.0,0.0667,6410.0,spacer,0.0,2D_annulus
4.0,0.0667,6410.0,mud,1.0,2D_annulus
4.0,0.0667,6440.0,lead,0.0,2D_annulus
4.0,0.0667,6440.0,tail,0.0,2D_annulus
4.0,0.0667,6440.0,spacer,0.0,2D_annulus
4.0,0.0667,6440.0,mud,1.0,2D_annulus
4.0,0.0667,6470.0,lead,0.0,2D_annulus
4.0,0.0667,6470.0,tail,0.0,2D_annulus
4.0,0.0667,6470.0,spacer,0.0,2D_annulus
4.0,0.0667,6470.0,mud,1.0,2D_annulus
4.0,0.0667,6500.0,lead,0.0,2D_annulus
4.0,0.0667,6500.0,tail,0.0,2D_annulus
4.0,0.0667,6500.0,spacer,0.0,2D_annulus
4.0,0.0667,6500.0,mud,1.0,2D_annulus
4.0,0.0667,6530.0,lead,0.0,2D_annulus
4.0,0.0667,6530.0,tail,0.0,2D_annulus
4.0,0.0667,6530.0,spacer,0.0,2D_annulus
4.0,0.0667,6530.0,mud,1.0,2D_annulus
4.0,0.0667,6560.0,lead,0.0,2D_annulus
4.0,0.0667,6560.0,tail,0.0,2D_annulus
4.0,0.0667,6560.0,spacer,0.0,2D_annulus
4.0,0.0667,6560.0,mud,1.0,2D_annulus
4.0,0.0667,6590.0,lead,0.0,2D_annulus
4.0,0.0667,6590.0,tail,0.0,2D_annulus
4.0,0.0667,6590.0,spacer,0.0,2D_annulus
4.0,0.0667,6590.0,mud,1.0,2D_annulus
4.0,0.0667,6620.0,lead,0.0,2D_annulus
4.0,0.0667,6620.0,tail,0.0,2D_annulus
4.0,0.0667,6620.0,spacer,0.0,2D_annulus
4.0,0.0667,6620.0,mud,1.0,2D_annulus
4.0,0.0667,6650.0,lead,0.0,2D_annulus
4.0,0.0667,6650.0,tail,0.0,2D_annulus
4.0,0.0667,6650.0,spacer,0.0,2D_annulus
4.0,0.0667,6650.0,mud,1.0,2D_annulus
4.0,0.0667,6680.0,lead,0.0,2D_annulus
4.0,0.0667,6680.0,tail,0.0,2D_annulus
4.0,0.0667,6680.0,spacer,0.0,2D_annulus
4.0,0.0667,6680.0,mud,1.0,2D_annulus
4.0,0.0667,6710.0,lead,0.0,2D_annulus
4.0,0.0667,6710.0,tail,0.0,2D_annulus
4.0,0.0667,6710.0,spacer,0.0,2D_annulus
4.0,0.0667,6710.0,mud,1.0,2D_annulus
4.0,0.0667,6740.0,lead,0.0,2D_annulus
4.0,0.0667,6740.0,tail,0.0,2D_annulus
4.0,0.0667,6740.0,spacer,0.0,2D_annulus
4.0,0.0667,6740.0,mud,1.0,2D_annulus
4.0,0.0667,6770.0,lead,0.0,2D_annulus
4.0,0.0667,6770.0,tail,0.0,2D_annulus
4.0,0.0667,6770.0,spacer,0.0,2D_annulus
4.0,0.0667,6770.0,mud,1.0,2D_annulus
4.0,0.0667,6800.0,lead,0.0,2D_annulus
4.0,0.0667,6800.0,tail,0.0,2D_annulus
4.0,0.0667,6800.0,spacer,0.0,2D_annulus
4.0,0.0667,6800.0,mud,1.0,2D_annulus
4.0,0.0667,6830.0,lead,0.0,2D_annulus
4.0,0.0667,6830.0,tail,0.0,2D_annulus
4.0,0.0667,6830.0,spacer,0.0,2D_annulus
4.0,0.0667,6830.0,mud,1.0,2D_annulus
4.0,0.0667,6860.0,lead,0.0,2D_annulus
4.0,0.0667,6860.0,tail,0.0,2D_annulus
4.0,0.0667,6860.0,spacer,0.0,2D_annulus
4.0,0.0667,6860.0,mud,1.0,2D_annulus
4.0,0.0667,6880.0,lead,0.0,2D_annulus
4.0,0.0667,6880.0,tail,0.0,2D_annulus
4.0,0.0667,6880.0,spacer,0.0,2D_annulus
4.0,0.0667,6880.0,mud,1.0,2D_annulus
4.0,0.0667,6890.0,lead,0.0,2D_annulus
4.0,0.0667,6890.0,tail,0.0,2D_annulus
4.0,0.0667,6890.0,spacer,0.0,2D_annulus
4.0,0.0667,6890.0,mud,1.0,2D_annulus
4.0,0.0667,6920.0,lead,0.0,2D_annulus
4.0,0.0667,6920.0,tail,0.0,2D_annulus
4.0,0.0667,6920.0,spacer,0.0,2D_annulus
4.0,0.0667,6920.0,mud,1.0,2D_annulus
4.0,0.0667,6950.0,lead,0.0,2D_annulus
4.0,0.0667,6950.0,tail,0.0,2D_annulus
4.0,0.0667,6950.0,spacer,0.0,2D_annulus
4.0,0.0667,6950.0,mud,1.0,2D_annulus
4.0,0.0667,6980.0,lead,0.0,2D_annulus
4.0,0.0667,6980.0,tail,0.0,2D_annulus
4.0,0.0667,6980.0,spacer,0.0,2D_annulus
4.0,0.0667,6980.0,mud,1.0,2D_annulus
4.0,0.0667,7000.0,lead,0.0,2D_annulus
4.0,0.0667,7000.0,tail,0.0,2D_annulus
4.0,0.0667,7000.0,spacer,0.0,2D_annulus
4.0,0.0667,7000.0,mud,1.0,2D_annulus
4.0,0.0667,7010.0,lead,0.0,2D_annulus
4.0,0.0667,7010.0,tail,0.0,2D_annulus
4.0,0.0667,7010.0,spacer,0.0,2D_annulus
4.0,0.0667,7010.0,mud,1.0,2D_annulus
4.0,0.0667,7040.0,lead,0.0,2D_annulus
4.0,0.0667,7040.0,tail,0.0,2D_annulus
4.0,0.0667,7040.0,spacer,0.0,2D_annulus
4.0,0.0667,7040.0,mud,1.0,2D_annulus
4.0,0.0667,7059.016,lead,0.0,2D_annulus
4.0,0.0667,7059.016,tail,0.0,2D_annulus
4.0,0.0667,7059.016,spacer,0.0,2D_annulus
4.0,0.0667,7059.016,mud,1.0,2D_annulus
4.0,0.0667,7070.0,lead,0.0,2D_annulus
4.0,0.0667,7070.0,tail,0.0,2D_annulus
4.0,0.0667,7070.0,spacer,0.0,2D_annulus
4.0,0.0667,7070.0,mud,1.0,2D_annulus
4.0,0.0667,7096.0,lead,0.0,2D_annulus
4.0,0.0667,7096.0,tail,0.0,2D_annulus
4.0,0.0667,7096.0,spacer,0.0,2D_annulus
4.0,0.0667,7096.0,mud,1.0,2D_annulus
4.0,0.0667,7100.0,lead,0.0,2D_annulus
4.0,0.0667,7100.0,tail,0.0,2D_annulus
4.0,0.0667,7100.0,spacer,0.0,2D_annulus
4.0,0.0667,7100.0,mud,1.0,2D_annulus
4.0,0.0667,7130.0,lead,0.0,2D_annulus
4.0,0.0667,7130.0,tail,0.0,2D_annulus
4.0,0.0667,7130.0,spacer,0.0,2D_annulus
4.0,0.0667,7130.0,mud,1.0,2D_annulus
4.0,0.0667,7160.0,lead,0.0,2D_annulus
4.0,0.0667,7160.0,tail,0.0,2D_annulus
4.0,0.0667,7160.0,spacer,0.0,2D_annulus
4.0,0.0667,7160.0,mud,1.0,2D_annulus
4.0,0.0667,7190.0,lead,0.0,2D_annulus
4.0,0.0667,7190.0,tail,0.0,2D_annulus
4.0,0.0667,7190.0,spacer,0.0,2D_annulus
4.0,0.0667,7190.0,mud,1.0,2D_annulus
4.0,0.0667,7220.0,lead,0.0,2D_annulus
4.0,0.0667,7220.0,tail,0.0,2D_annulus
4.0,0.0667,7220.0,spacer,0.0,2D_annulus
4.0,0.0667,7220.0,mud,1.0,2D_annulus
4.0,0.0667,7250.0,lead,0.0,2D_annulus
4.0,0.0667,7250.0,tail,0.0,2D_annulus
4.0,0.0667,7250.0,spacer,0.0,2D_annulus
4.0,0.0667,7250.0,mud,1.0,2D_annulus
4.0,0.0667,7280.0,lead,0.0,2D_annulus
4.0,0.0667,7280.0,tail,0.0,2D_annulus
4.0,0.0667,7280.0,spacer,0.0,2D_annulus
4.0,0.0667,7280.0,mud,1.0,2D_annulus
4.0,0.0667,7310.0,lead,0.0,2D_annulus
4.0,0.0667,7310.0,tail,0.0,2D_annulus
4.0,0.0667,7310.0,spacer,0.0,2D_annulus
4.0,0.0667,7310.0,mud,1.0,2D_annulus
4.0,0.0667,7340.0,lead,0.0,2D_annulus
4.0,0.0667,7340.0,tail,0.0,2D_annulus
4.0,0.0667,7340.0,spacer,0.0,2D_annulus
4.0,0.0667,7340.0,mud,1.0,2D_annulus
4.0,0.0667,7370.0,lead,0.0,2D_annulus
4.0,0.0667,7370.0,tail,0.0,2D_annulus
4.0,0.0667,7370.0,spacer,0.0,2D_annulus
4.0,0.0667,7370.0,mud,1.0,2D_annulus
4.0,0.0667,7400.0,lead,0.0,2D_annulus
4.0,0.0667,7400.0,tail,0.0,2D_annulus
4.0,0.0667,7400.0,spacer,0.0,2D_annulus
4.0,0.0667,7400.0,mud,1.0,2D_annulus
4.0,0.0667,7430.0,lead,0.0,2D_annulus
4.0,0.0667,7430.0,tail,0.0,2D_annulus
4.0,0.0667,7430.0,spacer,0.0,2D_annulus
