well_id,md_m,amp_pct,quality_class,data_type,source_description,confidence,notes
ht1_004,24.0,,空套管,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面空;二界面不评价
ht1_004,25.0,,良好,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面良好;二界面不评价
ht1_004,26.0,,良好,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面良好;二界面不评价
ht1_004,27.0,,良好,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面良好;二界面不评价
ht1_004,28.0,,良好,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面良好;二界面不评价
ht1_004,29.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,30.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,31.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,32.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,33.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,34.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,35.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,36.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,37.0,,差,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面差;二界面不评价
ht1_004,38.0,,差,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面差;二界面不评价
ht1_004,39.0,,差,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面差;二界面不评价
ht1_004,40.0,,差,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面差;二界面不评价
ht1_004,41.0,,差,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面差;二界面不评价
ht1_004,42.0,,差,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面差;二界面不评价
ht1_004,43.0,,良好,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面良好;二界面不评价
ht1_004,44.0,,良好,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面良好;二界面不评价
ht1_004,45.0,,良好,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面良好;二界面不评价
ht1_004,46.0,,良好,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面良好;二界面不评价
ht1_004,47.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,48.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,49.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,50.0,,差,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面差;二界面不评价
ht1_004,51.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,52.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,53.0,,良好,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面良好;二界面不评价
ht1_004,54.0,,良好,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面良好;二界面不评价
ht1_004,55.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,56.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,57.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,58.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,59.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,60.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,61.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,62.0,,良好,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面良好;二界面不评价
ht1_004,63.0,,良好,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面良好;二界面不评价
ht1_004,64.0,,良好,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面良好;二界面不评价
ht1_004,65.0,,良好,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面良好;二界面不评价
ht1_004,66.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,67.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,68.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,69.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,70.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,71.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,72.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,73.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,74.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,75.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,76.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,77.0,,良好,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面良好;二界面不评价
ht1_004,78.0,,良好,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面良好;二界面不评价
ht1_004,79.0,,良好,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面良好;二界面不评价
ht1_004,80.0,,良好,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面良好;二界面不评价
ht1_004,81.0,,良好,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面良好;二界面不评价
ht1_004,82.0,,良好,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面良好;二界面不评价
ht1_004,83.0,,良好,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面良好;二界面不评价
ht1_004,84.0,,良好,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面良好;二界面不评价
ht1_004,85.0,,良好,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面良好;二界面不评价
ht1_004,86.0,,良好,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面良好;二界面不评价
ht1_004,87.0,,良好,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面良好;二界面不评价
ht1_004,88.0,,良好,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面良好;二界面不评价
ht1_004,89.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,90.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,91.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,92.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,93.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,94.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,95.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,96.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,97.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,98.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,99.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,100.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,101.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,102.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,103.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,104.0,,差,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面差;二界面不评价
ht1_004,105.0,,差,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面差;二界面不评价
ht1_004,106.0,,差,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面差;二界面不评价
ht1_004,107.0,,差,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面差;二界面不评价
ht1_004,108.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,109.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,110.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,111.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,112.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,113.0,,差,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面差;二界面不评价
ht1_004,114.0,,差,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面差;二界面不评价
ht1_004,115.0,,差,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面差;二界面不评价
ht1_004,116.0,,差,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面差;二界面不评价
ht1_004,117.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,118.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,119.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,120.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,121.0,,良好,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面良好;二界面不评价
ht1_004,122.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,123.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,124.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,125.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,126.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,127.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,128.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,129.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,130.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,131.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,132.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,133.0,,良好,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面良好;二界面不评价
ht1_004,134.0,,良好,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面良好;二界面不评价
ht1_004,135.0,,良好,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面良好;二界面不评价
ht1_004,136.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,137.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,138.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,139.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,140.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,141.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,142.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,143.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,144.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,145.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,146.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,147.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,148.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,149.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,150.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,151.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,152.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,153.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,154.0,,良好,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面良好;二界面不评价
ht1_004,155.0,,良好,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面良好;二界面不评价
ht1_004,156.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,157.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,158.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,159.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,160.0,,良好,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面良好;二界面不评价
ht1_004,161.0,,良好,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面良好;二界面不评价
ht1_004,162.0,,良好,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面良好;二界面不评价
ht1_004,163.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,164.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,165.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,166.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,167.0,,差,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面差;二界面不评价
ht1_004,168.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,169.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,170.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,171.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,172.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,173.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,174.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,175.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,176.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,177.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,178.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,179.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,180.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,181.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,182.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,183.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,184.0,,良好,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面良好;二界面不评价
ht1_004,185.0,,良好,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面良好;二界面不评价
ht1_004,186.0,,良好,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面良好;二界面不评价
ht1_004,187.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,188.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,189.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,190.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,191.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,192.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,193.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,194.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,195.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,196.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,197.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
ht1_004,198.0,,中等,interpreted,HT1-004_固井质量测井评价图 图头+一界面解释填充(矢量) 20260721 完井,medium,一界面中等;二界面不评价
