depth_md_m,cbl_amplitude_pct,quality_proxy,quality_proxy_pct,quality_grade_cn,segment_type_cn,segment_note_cn,simulated_effective_efficiency,simulated_minus_cbl_proxy
6160,92.6,0.074,7.4,差/空套风险,目的井段,6100-6400m 高声幅异常/重点风险段（与目的井段上部相交）,0.6639206551653529,0.589920655165353
6170,92.6,0.074,7.4,差/空套风险,目的井段,6100-6400m 高声幅异常/重点风险段（与目的井段上部相交）,0.6561025774203544,0.5821025774203544
6180,92.6,0.074,7.4,差/空套风险,目的井段,6100-6400m 高声幅异常/重点风险段（与目的井段上部相交）,0.6239383613686782,0.5499383613686782
6190,92.6,0.074,7.4,差/空套风险,目的井段,6100-6400m 高声幅异常/重点风险段（与目的井段上部相交）,0.6576569731805507,0.5836569731805508
6200,92.6,0.074,7.4,差/空套风险,目的井段,6100-6400m 高声幅异常/重点风险段（与目的井段上部相交）,0.6358454647040493,0.5618454647040494
6210,92.6,0.074,7.4,差/空套风险,目的井段,6100-6400m 高声幅异常/重点风险段（与目的井段上部相交）,0.6567297661224608,0.5827297661224609
6220,7.4,0.926,92.6,胶结良好,目的井段,6100-6400m 高声幅异常/重点风险段（与目的井段上部相交）,0.6609533946999976,-0.26504660530000246
6230,5.6,0.944,94.4,胶结良好,目的井段,6100-6400m 高声幅异常/重点风险段（与目的井段上部相交）,0.6829345625286924,-0.2610654374713075
6240,24.8,0.752,75.2,胶结中等,目的井段,6100-6400m 高声幅异常/重点风险段（与目的井段上部相交）,0.7323134764858094,-0.019686523514190646
6250,5.9,0.941,94.1,胶结良好,目的井段,6100-6400m 高声幅异常/重点风险段（与目的井段上部相交）,0.7046937340625241,-0.23630626593747583
6260,5.2,0.948,94.8,胶结良好,目的井段,6100-6400m 高声幅异常/重点风险段（与目的井段上部相交）,0.671877392664713,-0.27612260733528693
6270,5.2,0.948,94.8,胶结良好,目的井段,6100-6400m 高声幅异常/重点风险段（与目的井段上部相交）,0.6750361898194458,-0.27296381018055416
6280,4.4,0.956,95.6,胶结良好,目的井段,6100-6400m 高声幅异常/重点风险段（与目的井段上部相交）,0.5876916338238052,-0.3683083661761948
6290,4.8,0.952,95.2,胶结良好,目的井段,6100-6400m 高声幅异常/重点风险段（与目的井段上部相交）,0.6018237887134836,-0.3501762112865163
6300,4.4,0.956,95.6,胶结良好,目的井段,6100-6400m 高声幅异常/重点风险段（与目的井段上部相交）,0.6574973714860864,-0.2985026285139135
6310,4.1,0.959,95.9,胶结良好,目的井段,6100-6400m 高声幅异常/重点风险段（与目的井段上部相交）,0.6669927202071112,-0.29200727979288876
6320,4.1,0.959,95.9,胶结良好,目的井段,6100-6400m 高声幅异常/重点风险段（与目的井段上部相交）,0.6871214956644311,-0.2718785043355688
6330,4.1,0.959,95.9,胶结良好,目的井段,6100-6400m 高声幅异常/重点风险段（与目的井段上部相交）,0.6892816332946718,-0.2697183667053281
6340,4.1,0.959,95.9,胶结良好,目的井段,6100-6400m 高声幅异常/重点风险段（与目的井段上部相交）,0.6601939671735942,-0.2988060328264057
6350,4.1,0.959,95.9,胶结良好,目的井段,6100-6400m 高声幅异常/重点风险段（与目的井段上部相交）,0.6907823483065717,-0.26821765169342826
6360,4.8,0.952,95.2,胶结良好,目的井段,6100-6400m 高声幅异常/重点风险段（与目的井段上部相交）,0.6862581000016201,-0.2657418999983798
6370,4.8,0.952,95.2,胶结良好,目的井段,6100-6400m 高声幅异常/重点风险段（与目的井段上部相交）,0.6882408624868019,-0.263759137513198
6380,3.7,0.963,96.3,胶结良好,目的井段,6100-6400m 高声幅异常/重点风险段（与目的井段上部相交）,0.6483016377094452,-0.3146983622905548
6390,4.1,0.959,95.9,胶结良好,目的井段,6100-6400m 高声幅异常/重点风险段（与目的井段上部相交）,0.6495791002454204,-0.30942089975457954
6400,4.1,0.959,95.9,胶结良好,目的井段,6100-6400m 高声幅异常/重点风险段（与目的井段上部相交）,0.6892405520351342,-0.26975944796486573
6410,4.1,0.959,95.9,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6846319085441809,-0.2743680914558191
6420,4.8,0.952,95.2,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6546973016853336,-0.2973026983146664
6430,4.4,0.956,95.6,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.7126650766534454,-0.2433349233465546
6440,3.7,0.963,96.3,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6867043033456333,-0.2762956966543667
6450,3.3,0.967,96.7,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.677830675837095,-0.289169324162905
6460,4.1,0.959,95.9,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6912730504236999,-0.26772694957630006
6470,4.1,0.959,95.9,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6877579061096474,-0.2712420938903526
6480,4.8,0.952,95.2,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6945482759786109,-0.25745172402138905
6490,4.1,0.959,95.9,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6981078412244244,-0.2608921587755756
6500,3.7,0.963,96.3,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6845253321607563,-0.2784746678392437
6510,4.4,0.956,95.6,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.7044460949078872,-0.25155390509211273
6520,4.8,0.952,95.2,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.638790617455949,-0.31320938254405095
6530,4.4,0.956,95.6,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.685397628827841,-0.2706023711721589
6540,4.8,0.952,95.2,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6812216966970852,-0.27077830330291475
6550,3.7,0.963,96.3,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6856072127984076,-0.27739278720159233
6560,4.8,0.952,95.2,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6631316174782462,-0.28886838252175373
6570,4.4,0.956,95.6,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.7215656684141979,-0.23443433158580207
6580,5.2,0.948,94.8,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.7171909188378758,-0.23080908116212417
6590,4.8,0.952,95.2,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6616292101688284,-0.2903707898311716
6600,4.1,0.959,95.9,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.7272069066215793,-0.2317930933784207
6610,3.7,0.963,96.3,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6706580792391925,-0.29234192076080745
6620,3.7,0.963,96.3,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6851878739869023,-0.2778121260130977
6630,4.8,0.952,95.2,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6848593384738143,-0.26714066152618565
6640,4.4,0.956,95.6,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6700710094866812,-0.28592899051331877
6650,4.8,0.952,95.2,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6416102835064729,-0.3103897164935271
6660,4.1,0.959,95.9,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6475047625071704,-0.3114952374928296
6670,4.8,0.952,95.2,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6992623035156675,-0.2527376964843324
6680,5.2,0.948,94.8,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6785309737431138,-0.2694690262568862
6690,4.4,0.956,95.6,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.7057729223733785,-0.25022707762662144
6700,3.7,0.963,96.3,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.7002768164074142,-0.26272318359258573
6710,4.4,0.956,95.6,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.7093137979110447,-0.2466862020889553
6720,4.8,0.952,95.2,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6954822262792713,-0.2565177737207287
6730,3.7,0.963,96.3,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6804669894456977,-0.28253301055430224
6740,4.4,0.956,95.6,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6335642227878994,-0.3224357772121006
6750,4.1,0.959,95.9,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6721109874297918,-0.28688901257020816
6760,4.1,0.959,95.9,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6354561262379698,-0.3235438737620302
6770,4.1,0.959,95.9,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6247570802852423,-0.3342429197147576
6780,5.2,0.948,94.8,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.7093036171914907,-0.23869638280850924
6790,3.3,0.967,96.7,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6730516562023523,-0.29394834379764767
6800,7.0,0.93,93.0,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6680024745226583,-0.2619975254773418
6810,5.6,0.944,94.4,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.7286884914270522,-0.21531150857294779
6820,4.8,0.952,95.2,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6610603703966365,-0.2909396296033635
6830,5.6,0.944,94.4,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6551776221855623,-0.28882237781443765
6840,6.7,0.933,93.3,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6246220213236244,-0.3083779786763756
6850,6.3,0.937,93.7,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6738950988968652,-0.2631049011031349
6860,4.1,0.959,95.9,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6748824547404091,-0.2841175452595909
6870,4.1,0.959,95.9,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6986186467682934,-0.2603813532317065
6880,6.3,0.937,93.7,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6563041246741722,-0.28069587532582785
6890,5.2,0.948,94.8,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6074922276438862,-0.34050777235611374
6900,4.8,0.952,95.2,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.589477065554409,-0.3625229344455909
6910,3.3,0.967,96.7,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.634458029000672,-0.3325419709993279
6920,4.8,0.952,95.2,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6312290406315685,-0.3207709593684315
6930,4.8,0.952,95.2,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6835246881766015,-0.26847531182339845
6940,4.8,0.952,95.2,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6656053391776703,-0.28639466082232967
6950,4.1,0.959,95.9,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6446577327892651,-0.3143422672107349
6960,5.6,0.944,94.4,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.5841683584520319,-0.3598316415479681
6970,6.3,0.937,93.7,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.5983266084164096,-0.33867339158359044
6980,5.9,0.941,94.1,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6593087614063092,-0.2816912385936907
6990,6.3,0.937,93.7,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6068377117932525,-0.33016228820674753
7000,7.0,0.93,93.0,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.628682366902978,-0.3013176330970221
7010,5.2,0.948,94.8,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6005931152792738,-0.3474068847207261
7020,5.2,0.948,94.8,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6246959267241192,-0.32330407327588073
7030,3.7,0.963,96.3,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6184182224637337,-0.3445817775362663
7040,3.7,0.963,96.3,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6297121450350341,-0.3332878549649658
7050,4.4,0.956,95.6,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.600193100014823,-0.355806899985177
7060,5.6,0.944,94.4,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.5578651761834341,-0.38613482381656583
7070,5.9,0.941,94.1,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6455732943677752,-0.29542670563222473
7080,5.2,0.948,94.8,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6123647710318455,-0.33563522896815445
7090,4.8,0.952,95.2,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6254929132027358,-0.32650708679726415
7100,6.3,0.937,93.7,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6601509276157875,-0.2768490723842125
7110,4.1,0.959,95.9,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6246246706945412,-0.33437532930545877
7120,4.8,0.952,95.2,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6783181204980872,-0.2736818795019128
7130,3.7,0.963,96.3,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6343438182599198,-0.32865618174008016
7140,4.8,0.952,95.2,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6470430721002896,-0.3049569278997104
7150,4.4,0.956,95.6,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6587763894523199,-0.2972236105476801
7160,5.2,0.948,94.8,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6474952917750011,-0.30050470822499886
7170,4.4,0.956,95.6,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6759805815711027,-0.2800194184288972
7180,5.9,0.941,94.1,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.5936143411391278,-0.34738565886087214
7190,7.8,0.922,92.2,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6635806884886377,-0.2584193115113623
7200,5.6,0.944,94.4,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6582247516114067,-0.28577524838859325
7210,6.3,0.937,93.7,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6087884919565143,-0.32821150804348576
7220,4.8,0.952,95.2,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6152762307905532,-0.3367237692094468
7230,4.1,0.959,95.9,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.5991462960331453,-0.3598537039668547
7240,4.4,0.956,95.6,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.5588408664613141,-0.3971591335386858
7250,4.4,0.956,95.6,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6055035973738943,-0.3504964026261057
7260,5.9,0.941,94.1,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.5902259355228326,-0.3507740644771673
7270,4.4,0.956,95.6,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.573981531078392,-0.38201846892160796
7280,5.9,0.941,94.1,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.5981374235604373,-0.34286257643956264
7290,4.4,0.956,95.6,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6270871717873373,-0.32891282821266266
7300,3.7,0.963,96.3,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.5592556348386714,-0.4037443651613286
7310,4.4,0.956,95.6,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6083561109642867,-0.3476438890357133
7320,3.7,0.963,96.3,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.5949989841593442,-0.3680010158406558
7330,3.7,0.963,96.3,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6053286978322581,-0.3576713021677419
7340,4.1,0.959,95.9,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6107386484194544,-0.3482613515805456
7350,4.8,0.952,95.2,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6398433204379287,-0.31215667956207127
7360,6.3,0.937,93.7,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.5857088001480517,-0.35129119985194834
7370,5.9,0.941,94.1,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6384204343633141,-0.30257956563668587
7380,4.8,0.952,95.2,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6220943495188446,-0.3299056504811554
7390,7.0,0.93,93.0,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.5844363270021122,-0.3455636729978878
7400,5.6,0.944,94.4,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6422824190638956,-0.30171758093610435
7410,5.9,0.941,94.1,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.5899699752821157,-0.35103002471788425
7420,4.8,0.952,95.2,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6105611379458847,-0.3414388620541152
7430,6.3,0.937,93.7,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6288195857322537,-0.30818041426774634
7440,5.6,0.944,94.4,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6119930879866244,-0.3320069120133755
7450,5.9,0.941,94.1,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6227346000697069,-0.318265399930293
7460,5.2,0.948,94.8,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6293887601690082,-0.3186112398309917
7470,5.2,0.948,94.8,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6244230739317537,-0.3235769260682463
7480,5.2,0.948,94.8,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6328488423060439,-0.3151511576939561
7490,4.4,0.956,95.6,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.624016004679568,-0.331983995320432
7500,6.3,0.937,93.7,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6549517555328103,-0.2820482444671898
7510,4.8,0.952,95.2,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6467862461667796,-0.30521375383322036
7520,4.1,0.959,95.9,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.657043612864517,-0.301956387135483
7530,6.7,0.933,93.3,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.6529888367217757,-0.2800111632782244
