well_id,md_m,inclination_deg,azimuth_deg,tvd_m,data_type,source_description,confidence,notes
ht1_003,5860,0.09393,124.8331,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=131.3503C
ht1_003,5890,0.11584,275.3769,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=131.7111C
ht1_003,5920,0.14454,291.3715,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=132.0719C
ht1_003,5950,0.05369,173.049,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=132.4327C
ht1_003,5980,0.18454,332.357,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=132.9137C
ht1_003,6010,0.11626,317.9086,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=133.2745C
ht1_003,6040,0.08577,140.4386,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=133.6477C
ht1_003,6070,0.25617,174.0169,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=134.0959C
ht1_003,6100,0.33866,305.3562,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=134.3569C
ht1_003,6130,0.41702,103.2105,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=134.8379C
ht1_003,6160,0.31868,184.7792,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=135.1987C
ht1_003,6190,0.50533,342.2909,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=135.58C
ht1_003,6220,0.38665,48.71016,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=135.9203C
ht1_003,6250,0.37585,201.1702,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=136.4013C
ht1_003,6280,0.29285,15.8072,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=136.8824C
ht1_003,6310,0.30443,254.3521,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=137.2432C
ht1_003,6340,0.31426,74.00338,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=137.6039C
ht1_003,6370,0.33637,265.063,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=137.8445C
ht1_003,6400,0.37641,82.43742,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=138.085C
ht1_003,6430,0.39869,304.8481,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=138.4458C
ht1_003,6460,0.37755,109.226,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=138.8066C
ht1_003,6490,0.26501,296.4437,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=138.948C
ht1_003,6520,0.19865,129.7243,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=139.4079C
ht1_003,6550,0.38869,280.8778,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=139.7534C
ht1_003,6580,0.55518,85.87993,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=140.0092C
ht1_003,6610,1.44548,139.108,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=140.4902C
ht1_003,6640,0.25461,119.7917,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=140.7307C
ht1_003,6670,0.04676,303.5952,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=141.0915C
ht1_003,6700,0.18672,171.2883,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=141.4523C
ht1_003,6730,0.09048,261.0145,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=141.8138C
ht1_003,6760,0.17352,142.9646,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=142.4144C
ht1_003,6790,0.18738,167.438,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=143.0157C
ht1_003,6820,0.18659,210.6781,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=143.7373C
ht1_003,6850,0.12597,141.0217,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=144.2183C
ht1_003,6880,0.09389,287.6347,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=143.7373C
ht1_003,6910,0.10547,15.74512,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=144.1017C
ht1_003,6940,0.09431,6.02182,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=144.4589C
ht1_003,6970,0.09372,275.2683,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=144.8196C
ht1_003,7000,0.09347,124.1234,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=145.1804C
ht1_003,7030,0.09347,289.0234,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=145.6615C
ht1_003,7060,0.11483,58.25546,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=146.0354C
ht1_003,7090,0.09347,211.642,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=146.5033C
ht1_003,7120,0.14822,217.1376,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=146.8641C
ht1_003,7150,0.41699,187.3657,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=147.2248C
ht1_003,7180,0.75383,177.8846,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=147.6009C
ht1_003,7210,0.90521,169.9704,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=148.0667C
ht1_003,7240,1.5028,170.3913,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=148.4275C
ht1_003,7270,1.86147,183.3567,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=148.9085C
ht1_003,7300,2.63067,176.9137,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=149.2693C
ht1_003,7330,2.99611,184.9008,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=149.6301C
ht1_003,7360,3.45398,189.0187,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=149.9909C
ht1_003,7390,3.69145,186.5653,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=150.3517C
ht1_003,7420,4.0582,194.8447,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=150.7124C
ht1_003,7450,4.11737,195.8417,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=150.953C
ht1_003,7480,3.93331,193.8045,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=151.1935C
ht1_003,7510,3.91998,193.3725,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=151.1935C
ht1_003,7618,3.99814,193.5787,,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.1 井斜方位温度,high,电测温度=150.8327C
